id,source,cveId,sourceId,publishDate,description,CVSS2_score,CVSS2_severity,CVSS3_score,CVSS3_severity
608,OSSINDEX,,OWASP-CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')-lodash.merge:3.3.2,,"The modern build of lodash’s `_.merge` as a module. : The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",,,5.3,MEDIUM
606,NPM,,OWASP-1067-lodash.merge:3.3.2,,The modern build of lodash’s `_.merge` as a module. : Versions of `lodash.merge` before 4.6.1 are vulnerable to Prototype Pollution. The function 'merge' may allow a malicious user to modify the prototype of `Object` via `__proto__` causing the addition or modification of an existing property that will exist on all objects.,,,,
605,NPM,,OWASP-1066-lodash.merge:3.3.2,,The modern build of lodash’s `_.merge` as a module. : Versions of `lodash.merge` before 4.6.2 are vulnerable to prototype pollution. The function `merge` may allow a malicious user to modify the prototype of `Object` via `{constructor: {prototype: {...}}}` causing the addition or modification of an existing property that will exist on all objects.,,,,
1124,OSSINDEX,,OWASP-POODLE vulnerability in SSLv3.0 support-netty-3.5.2.Final.jar,,"The Netty project is an effort to provide an asynchronous event-driven     network application framework and tools for rapid development of     maintainable high performance and high scalability protocol servers and     clients.  In other words, Netty is a NIO client server framework which     enables quick and easy development of network applications such as protocol     servers and clients. It greatly simplifies and streamlines network     programming such as TCP and UDP socket server. : The SSLv3 support is vulnerable to a POODLE attack. SSLv3 should be disabled pending implementation of TLS_FALLBACK_SCSV by Oracle.",,,,
720,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-canvas:1.1.6,,"The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
474,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-web-1.11.6.jar,,The web layer of open mrs : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
473,OSSINDEX,,OWASP-CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')-openmrs-web-1.11.5.jar,,The web layer of open mrs : The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,,,6.1,MEDIUM
616,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-ms:0.6.2,,"Tiny ms conversion utility : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,5.3,MEDIUM
615,NPM,,OWASP-46-ms:0.6.2,,"Tiny ms conversion utility : Versions of `ms` prior to 0.7.1 are affected by a regular expression denial of service vulnerability when extremely long version strings are parsed.  ## Proof of Concept ```javascript var ms = require('ms'); var genstr = function (len, chr) {    var result =   ;    for (i=0; i<=len; i++) {        result = result + chr;    }     return result; }  ms(genstr(process.argv[2],  5 ) +   minutea );  ```  ### Results Showing increase in execution time based on the input string. ``` $ time node ms.js 10000  real	0m0.758s user	0m0.724s sys	0m0.031s  $ time node ms.js 20000  real	0m2.580s user	0m2.494s sys	0m0.047s  $ time node ms.js 30000  real	0m5.747s user	0m5.483s sys	0m0.080s  $ time node ms.js 80000  real	0m41.022s user	0m38.894s sys	0m0.529s ```",,,,
1115,OSSINDEX,,OWASP-Remote code execution-commons-collections-3.2.1.jar,,"Types that extend and augment the Java Collections Framework. : > It was found that a flaw in commons-collection library allowed remote code execution wherever deserialization occurs. While JBoss doesnt expose the JMXInvokerServlet by default, other interfaces where deserialization occur might be vulnerable. >  > -- [redhat.com](https://bugzilla.redhat.com/show_bug.cgi?id=1279330)",,,,
355,OSSINDEX,,OWASP-Remote code execution-commons-collections-3.2.jar,,"Types that extend and augment the Java Collections Framework. : > It was found that a flaw in commons-collection library allowed remote code execution wherever deserialization occurs. While JBoss doesnt expose the JMXInvokerServlet by default, other interfaces where deserialization occur might be vulnerable. >  > -- [redhat.com](https://bugzilla.redhat.com/show_bug.cgi?id=1279330)",,,,
1140,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular-1.4.5.min.js,,Universal CSP bypass via add-on in Firefox,,,,
683,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-metadatamapping-owa-1.3.4.jar: vendor.bundle.js,,Universal CSP bypass via add-on in Firefox,,,,
587,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-app.min.js,,Universal CSP bypass via add-on in Firefox,,,,
380,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-1.4.jar: angular-resource.min.js,,Universal CSP bypass via add-on in Firefox,,,,
492,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular.min.js,,Universal CSP bypass via add-on in Firefox,,,,
487,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular.js,,Universal CSP bypass via add-on in Firefox,,,,
689,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular-sanitize.min.js,,Universal CSP bypass via add-on in Firefox,,,,
1081,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.1.jar: angular-resource.min.js,,Universal CSP bypass via add-on in Firefox,,,,
477,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular-resource.min.js,,Universal CSP bypass via add-on in Firefox,,,,
482,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-angular-route.min.js,,Universal CSP bypass via add-on in Firefox,,,,
1086,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.1.jar: angular-sanitize.min.js,,Universal CSP bypass via add-on in Firefox,,,,
385,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-1.4.jar: angular-sanitize.min.js,,Universal CSP bypass via add-on in Firefox,,,,
390,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-1.4.jar: angular.js,,Universal CSP bypass via add-on in Firefox,,,,
395,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-1.4.jar: angular.min.js,,Universal CSP bypass via add-on in Firefox,,,,
437,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.4.0.jar: angular-resource.min.js,,Universal CSP bypass via add-on in Firefox,,,,
442,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.4.0.jar: angular-sanitize.min.js,,Universal CSP bypass via add-on in Firefox,,,,
447,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.4.0.jar: angular.js,,Universal CSP bypass via add-on in Firefox,,,,
547,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-app.js,,Universal CSP bypass via add-on in Firefox,,,,
452,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.4.0.jar: angular.min.js,,Universal CSP bypass via add-on in Firefox,,,,
639,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.12.0.jar: angular-resource.min.js,,Universal CSP bypass via add-on in Firefox,,,,
1096,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.1.jar: angular.min.js,,Universal CSP bypass via add-on in Firefox,,,,
644,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.12.0.jar: angular-sanitize.min.js,,Universal CSP bypass via add-on in Firefox,,,,
530,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-openmrs-contrib-uicommons.bundle.min.js,,Universal CSP bypass via add-on in Firefox,,,,
1091,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.1.jar: angular.js,,Universal CSP bypass via add-on in Firefox,,,,
654,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.12.0.jar: angular.min.js,,Universal CSP bypass via add-on in Firefox,,,,
649,RETIREJS,,OWASP-Universal CSP bypass via add-on in Firefox-uicommons-omod-2.12.0.jar: angular.js,,Universal CSP bypass via add-on in Firefox,,,,
719,NPM,,OWASP-804-canvas:1.1.6,,Versions of `canvas` prior to 1.6.10 are vulnerable to Denial of Service. Processing malicious JPEGs or GIFs could crash the node process.,,,,
1167,NPM,,OWASP-28-qs:0.4.2,,Versions prior to 1.0.0 of `qs` are affected by a denial of service vulnerability that results from excessive recursion in parsing a deeply nested JSON string.,,,,
783,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-node-sass:2.1.1,,"Wrapper around libsass : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
782,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-node-sass:2.0.1,,"Wrapper around libsass : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
722,OSSINDEX,,OWASP-CWE-200: Information Exposure-concat-stream:1.2.1,,writable stream that concatenates strings or binary data and calls a callback with the result : An information exposure is the intentional or unintentional disclosure of information to an actor that is not explicitly authorized to have access to that information.,,,,
724,OSSINDEX,,OWASP-CWE-200: Information Exposure-concat-stream:1.5.1,,writable stream that concatenates strings or binary data and calls a callback with the result : An information exposure is the intentional or unintentional disclosure of information to an actor that is not explicitly authorized to have access to that information.,,,,
723,OSSINDEX,,OWASP-Possible Denial of Service (DoS)-concat-stream:1.2.1,,"writable stream that concatenates strings or binary data and calls a callback with the result : Putting the word  Array  in a utf8 buffer causes the program to crash, which could affect programs who use this package to process requests.",,,,
725,OSSINDEX,,OWASP-CWE-20: Improper Input Validation-concat-stream:1.5.1,,writable stream that concatenates strings or binary data and calls a callback with the result : The product does not validate or incorrectly validates input that can affect the control flow or data flow of a program.,,,8.2,HIGH
726,NPM,,OWASP-597-concat-stream:1.6.2,,writable stream that concatenates strings or binary data and calls a callback with the result : Versions of `concat-stream` before 1.5.2 are vulnerable to memory exposure if userp provided input is passed into `write()`  Versions <1.3.0 are not affected due to not using unguarded Buffer constructor.,,,,
493,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular.min.js,,XSS in $sanitize in Safari/Firefox,,,,
381,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-1.4.jar: angular-resource.min.js,,XSS in $sanitize in Safari/Firefox,,,,
488,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular.js,,XSS in $sanitize in Safari/Firefox,,,,
386,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-1.4.jar: angular-sanitize.min.js,,XSS in $sanitize in Safari/Firefox,,,,
391,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-1.4.jar: angular.js,,XSS in $sanitize in Safari/Firefox,,,,
690,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular-sanitize.min.js,,XSS in $sanitize in Safari/Firefox,,,,
396,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-1.4.jar: angular.min.js,,XSS in $sanitize in Safari/Firefox,,,,
478,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular-resource.min.js,,XSS in $sanitize in Safari/Firefox,,,,
1082,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.1.jar: angular-resource.min.js,,XSS in $sanitize in Safari/Firefox,,,,
684,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-metadatamapping-owa-1.3.4.jar: vendor.bundle.js,,XSS in $sanitize in Safari/Firefox,,,,
588,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-app.min.js,,XSS in $sanitize in Safari/Firefox,,,,
438,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.4.0.jar: angular-resource.min.js,,XSS in $sanitize in Safari/Firefox,,,,
1141,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular-1.4.5.min.js,,XSS in $sanitize in Safari/Firefox,,,,
483,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-angular-route.min.js,,XSS in $sanitize in Safari/Firefox,,,,
443,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.4.0.jar: angular-sanitize.min.js,,XSS in $sanitize in Safari/Firefox,,,,
655,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.12.0.jar: angular.min.js,,XSS in $sanitize in Safari/Firefox,,,,
1087,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.1.jar: angular-sanitize.min.js,,XSS in $sanitize in Safari/Firefox,,,,
448,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.4.0.jar: angular.js,,XSS in $sanitize in Safari/Firefox,,,,
650,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.12.0.jar: angular.js,,XSS in $sanitize in Safari/Firefox,,,,
548,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-app.js,,XSS in $sanitize in Safari/Firefox,,,,
1092,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.1.jar: angular.js,,XSS in $sanitize in Safari/Firefox,,,,
531,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-openmrs-contrib-uicommons.bundle.min.js,,XSS in $sanitize in Safari/Firefox,,,,
453,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.4.0.jar: angular.min.js,,XSS in $sanitize in Safari/Firefox,,,,
645,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.12.0.jar: angular-sanitize.min.js,,XSS in $sanitize in Safari/Firefox,,,,
1097,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.1.jar: angular.min.js,,XSS in $sanitize in Safari/Firefox,,,,
640,RETIREJS,,OWASP-XSS in $sanitize in Safari/Firefox-uicommons-omod-2.12.0.jar: angular-resource.min.js,,XSS in $sanitize in Safari/Firefox,,,,
698,RETIREJS,,OWASP-XSS injection point in attr name binding for browser IE7 and older-knockout-2.2.1.js,,XSS injection point in attr name binding for browser IE7 and older,,,,
400,RETIREJS,,OWASP-XSS injection point in attr name binding for browser IE7 and older-uicommons-omod-1.4.jar: knockout-2.1.0.js,,XSS injection point in attr name binding for browser IE7 and older,,,,
663,RETIREJS,,OWASP-XSS injection point in attr name binding for browser IE7 and older-uicommons-omod-2.12.0.jar: knockout-2.2.1.js,,XSS injection point in attr name binding for browser IE7 and older,,,,
1105,RETIREJS,,OWASP-XSS injection point in attr name binding for browser IE7 and older-uicommons-omod-2.1.jar: knockout-2.1.0.js,,XSS injection point in attr name binding for browser IE7 and older,,,,
461,RETIREJS,,OWASP-XSS injection point in attr name binding for browser IE7 and older-uicommons-omod-2.4.0.jar: knockout-2.2.1.js,,XSS injection point in attr name binding for browser IE7 and older,,,,
641,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.12.0.jar: angular-resource.min.js,,XSS through SVG if enableSvg is set,,,,
1093,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.1.jar: angular.js,,XSS through SVG if enableSvg is set,,,,
454,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.4.0.jar: angular.min.js,,XSS through SVG if enableSvg is set,,,,
646,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.12.0.jar: angular-sanitize.min.js,,XSS through SVG if enableSvg is set,,,,
1098,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.1.jar: angular.min.js,,XSS through SVG if enableSvg is set,,,,
532,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-openmrs-contrib-uicommons.bundle.min.js,,XSS through SVG if enableSvg is set,,,,
1088,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.1.jar: angular-sanitize.min.js,,XSS through SVG if enableSvg is set,,,,
449,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.4.0.jar: angular.js,,XSS through SVG if enableSvg is set,,,,
651,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.12.0.jar: angular.js,,XSS through SVG if enableSvg is set,,,,
444,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.4.0.jar: angular-sanitize.min.js,,XSS through SVG if enableSvg is set,,,,
484,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-angular-route.min.js,,XSS through SVG if enableSvg is set,,,,
1083,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.1.jar: angular-resource.min.js,,XSS through SVG if enableSvg is set,,,,
439,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.4.0.jar: angular-resource.min.js,,XSS through SVG if enableSvg is set,,,,
656,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-uicommons-omod-2.12.0.jar: angular.min.js,,XSS through SVG if enableSvg is set,,,,
685,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-metadatamapping-owa-1.3.4.jar: vendor.bundle.js,,XSS through SVG if enableSvg is set,,,,
479,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-angular-resource.min.js,,XSS through SVG if enableSvg is set,,,,
691,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-angular-sanitize.min.js,,XSS through SVG if enableSvg is set,,,,
494,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-angular.min.js,,XSS through SVG if enableSvg is set,,,,
489,RETIREJS,,OWASP-XSS through SVG if enableSvg is set-angular.js,,XSS through SVG if enableSvg is set,,,,
766,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-js-yaml:3.6.1,,"YAML 1.2 parser and serializer : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
562,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-js-yaml:3.7.0,,"YAML 1.2 parser and serializer : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
764,OSSINDEX,,OWASP-CWE-94: Improper Control of Generation of Code ('Code Injection')-js-yaml:3.5.5,,"YAML 1.2 parser and serializer : The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",,,8.8,HIGH
561,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-js-yaml:3.7.0,,"YAML 1.2 parser and serializer : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
763,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-js-yaml:3.5.5,,"YAML 1.2 parser and serializer : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
765,OSSINDEX,,OWASP-CWE-400: Uncontrolled Resource Consumption ('Resource Exhaustion')-js-yaml:3.6.1,,"YAML 1.2 parser and serializer : The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",,,7.5,HIGH
559,NPM,,OWASP-788-js-yaml:3.7.0,,"YAML 1.2 parser and serializer : Versions of `js-yaml` prior to 3.13.0 are vulnerable to Denial of Service. By parsing a carefully-crafted YAML file, the node process stalls and may exhaust system resources leading to a Denial of Service.",,,,
560,NPM,,OWASP-813-js-yaml:3.7.0,,"YAML 1.2 parser and serializer : Versions of `js-yaml` prior to 3.13.1 are vulnerable to Code Injection. The `load()` function may execute arbitrary code injected through a malicious YAML file. Objects that have `toString` as key, JavaScript code as value and are used as explicit mapping keys allow attackers to execute the supplied code through the `load()` function. The `safeLoad()` function is unaffected.  An example payload is  `{ toString: !<tag:yaml.org,2002:js/function> 'function (){return Date.now()}' } : 1`  which returns the object  {    1553107949161 : 1 }",,,,
